id,yyyy,mm,pcode,governorate,gender,reach,reach_total,target_total,indicator,indicator_group,partner0,partnertype0,partner1,partnertype1,partner2,partnertype2,partner3,partnertype3,partner4,partnertype4,partner5,partnertype5,partner6,partnertype6,h_reach,h_target_total,h_reach_total,pin_total,pop_total
359,2016,12,25,Lahj,boys,0,0,200,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,2055,30,349435,916999
360,2016,12,25,Lahj,boys,0,30,705,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,0,2055,30,349435,916999
361,2016,12,26,Marib,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,43,729,110,60999,305999
362,2016,12,26,Marib,women,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,43,729,110,60999,305999
363,2016,12,26,Marib,women,0,0,122,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,,,,,,,,,,,,,43,729,110,60999,305999
364,2016,12,26,Marib,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,43,729,110,60999,305999
365,2016,12,26,Marib,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,43,729,110,60999,305999
366,2016,12,26,Marib,women,43,110,729,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,43,729,110,60999,305999
367,2016,12,26,Marib,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,65,729,110,60999,305999
368,2016,12,26,Marib,men,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,65,729,110,60999,305999
369,2016,12,26,Marib,men,0,0,122,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,,,,,,,,,,,,,65,729,110,60999,305999
370,2016,12,26,Marib,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,65,729,110,60999,305999
371,2016,12,26,Marib,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,65,729,110,60999,305999
372,2016,12,26,Marib,men,65,110,729,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,65,729,110,60999,305999
373,2016,12,26,Marib,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,729,110,60999,305999
374,2016,12,26,Marib,girls,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,729,110,60999,305999
375,2016,12,26,Marib,girls,0,0,122,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,,,,,,,,,,,,,0,729,110,60999,305999
376,2016,12,26,Marib,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,729,110,60999,305999
377,2016,12,26,Marib,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,729,110,60999,305999
378,2016,12,26,Marib,girls,0,110,729,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,0,729,110,60999,305999
379,2016,12,26,Marib,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,2,729,110,60999,305999
380,2016,12,26,Marib,boys,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,2,729,110,60999,305999
381,2016,12,26,Marib,boys,0,0,122,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,,,,,,,,,,,,,2,729,110,60999,305999
382,2016,12,26,Marib,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,2,729,110,60999,305999
383,2016,12,26,Marib,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,2,729,110,60999,305999
384,2016,12,26,Marib,boys,2,110,729,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,2,729,110,60999,305999
385,2016,12,31,Raymah,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,5,625,6,4689,521000
386,2016,12,31,Raymah,women,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,5,625,6,4689,521000
387,2016,12,31,Raymah,women,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,5,625,6,4689,521000
388,2016,12,31,Raymah,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,5,625,6,4689,521000
389,2016,12,31,Raymah,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,5,625,6,4689,521000
390,2016,12,31,Raymah,women,5,6,625,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,5,625,6,4689,521000
391,2016,12,31,Raymah,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,625,6,4689,521000
392,2016,12,31,Raymah,men,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,625,6,4689,521000
393,2016,12,31,Raymah,men,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,625,6,4689,521000
394,2016,12,31,Raymah,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,625,6,4689,521000
395,2016,12,31,Raymah,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,625,6,4689,521000
396,2016,12,31,Raymah,men,0,6,625,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,625,6,4689,521000
397,2016,12,31,Raymah,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,625,6,4689,521000
398,2016,12,31,Raymah,girls,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,625,6,4689,521000
399,2016,12,31,Raymah,girls,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,625,6,4689,521000
400,2016,12,31,Raymah,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,625,6,4689,521000
401,2016,12,31,Raymah,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,625,6,4689,521000
402,2016,12,31,Raymah,girls,0,6,625,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,625,6,4689,521000
403,2016,12,31,Raymah,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,1,625,6,4689,521000
404,2016,12,31,Raymah,boys,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,1,625,6,4689,521000
405,2016,12,31,Raymah,boys,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,1,625,6,4689,521000
406,2016,12,31,Raymah,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,1,625,6,4689,521000
407,2016,12,31,Raymah,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,1,625,6,4689,521000
408,2016,12,31,Raymah,boys,1,6,625,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,1,625,6,4689,521000
409,2016,12,22,Sa'ada,women,18,26,792,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,2078,27630,4077,975998,975998
410,2016,12,22,Sa'ada,women,2078,4077,10771,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,NFDHR,NGO,Intersos,INGO,UNDP,UN,,,,,,,,,2078,27630,4077,975998,975998
411,2016,12,22,Sa'ada,women,867,1953,27630,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,NFDHR,NGO,OHCHR,UN,UNDP,UN,,,,,,,2078,27630,4077,975998,975998
412,2016,12,22,Sa'ada,women,1,1,7524,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,2078,27630,4077,975998,975998
413,2016,12,22,Sa'ada,women,69,138,6195,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,NFDHR,NGO,,,,,,,,,,,,,2078,27630,4077,975998,975998
414,2016,12,22,Sa'ada,women,50,146,782,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNDP,UN,NFDHR,NGO,,,,,,,2078,27630,4077,975998,975998
415,2016,12,22,Sa'ada,men,8,26,792,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,1684,27630,4077,975998,975998
416,2016,12,22,Sa'ada,men,1684,4077,10771,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,NFDHR,NGO,Intersos,INGO,UNDP,UN,,,,,,,,,1684,27630,4077,975998,975998
417,2016,12,22,Sa'ada,men,916,1953,27630,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,NFDHR,NGO,OHCHR,UN,UNDP,UN,,,,,,,1684,27630,4077,975998,975998
418,2016,12,22,Sa'ada,men,0,1,7524,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,1684,27630,4077,975998,975998
419,2016,12,22,Sa'ada,men,69,138,6195,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,NFDHR,NGO,,,,,,,,,,,,,1684,27630,4077,975998,975998
420,2016,12,22,Sa'ada,men,96,146,782,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNDP,UN,NFDHR,NGO,,,,,,,1684,27630,4077,975998,975998
421,2016,12,22,Sa'ada,girls,0,26,792,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,100,27630,4077,975998,975998
422,2016,12,22,Sa'ada,girls,100,4077,10771,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,NFDHR,NGO,Intersos,INGO,UNDP,UN,,,,,,,,,100,27630,4077,975998,975998
423,2016,12,22,Sa'ada,girls,89,1953,27630,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,NFDHR,NGO,OHCHR,UN,UNDP,UN,,,,,,,100,27630,4077,975998,975998
424,2016,12,22,Sa'ada,girls,0,1,7524,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,100,27630,4077,975998,975998
425,2016,12,22,Sa'ada,girls,0,138,6195,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,NFDHR,NGO,,,,,,,,,,,,,100,27630,4077,975998,975998
426,2016,12,22,Sa'ada,girls,0,146,782,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNDP,UN,NFDHR,NGO,,,,,,,100,27630,4077,975998,975998
427,2016,12,22,Sa'ada,boys,0,26,792,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,215,27630,4077,975998,975998
428,2016,12,22,Sa'ada,boys,215,4077,10771,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,NFDHR,NGO,Intersos,INGO,UNDP,UN,,,,,,,,,215,27630,4077,975998,975998
429,2016,12,22,Sa'ada,boys,81,1953,27630,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,NFDHR,NGO,OHCHR,UN,UNDP,UN,,,,,,,215,27630,4077,975998,975998
430,2016,12,22,Sa'ada,boys,0,1,7524,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,215,27630,4077,975998,975998
431,2016,12,22,Sa'ada,boys,0,138,6195,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,NFDHR,NGO,,,,,,,,,,,,,215,27630,4077,975998,975998
432,2016,12,22,Sa'ada,boys,0,146,782,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,UNDP,UN,NFDHR,NGO,,,,,,,215,27630,4077,975998,975998
433,2016,12,23,Sana'a,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,1713,853,8932,664970,1095001
434,2016,12,23,Sana'a,women,0,0,250,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,1713,853,8932,664970,1095001
435,2016,12,23,Sana'a,women,1713,8932,853,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,1713,853,8932,664970,1095001
436,2016,12,23,Sana'a,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,1713,853,8932,664970,1095001
437,2016,12,23,Sana'a,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,1713,853,8932,664970,1095001
438,2016,12,23,Sana'a,women,19,69,688,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,1713,853,8932,664970,1095001
439,2016,12,23,Sana'a,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,1547,853,8932,664970,1095001
440,2016,12,23,Sana'a,men,0,0,250,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,1547,853,8932,664970,1095001
441,2016,12,23,Sana'a,men,1547,8932,853,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,1547,853,8932,664970,1095001
442,2016,12,23,Sana'a,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,1547,853,8932,664970,1095001
443,2016,12,23,Sana'a,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,1547,853,8932,664970,1095001
444,2016,12,23,Sana'a,men,50,69,688,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,1547,853,8932,664970,1095001
445,2016,12,23,Sana'a,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,2794,853,8932,664970,1095001
446,2016,12,23,Sana'a,girls,0,0,250,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,2794,853,8932,664970,1095001
447,2016,12,23,Sana'a,girls,2794,8932,853,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,2794,853,8932,664970,1095001
448,2016,12,23,Sana'a,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,2794,853,8932,664970,1095001
449,2016,12,23,Sana'a,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,2794,853,8932,664970,1095001
450,2016,12,23,Sana'a,girls,0,69,688,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,2794,853,8932,664970,1095001
451,2016,12,23,Sana'a,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,2878,853,8932,664970,1095001
452,2016,12,23,Sana'a,boys,0,0,250,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,2878,853,8932,664970,1095001
453,2016,12,23,Sana'a,boys,2878,8932,853,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,2878,853,8932,664970,1095001
454,2016,12,23,Sana'a,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,2878,853,8932,664970,1095001
455,2016,12,23,Sana'a,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,2878,853,8932,664970,1095001
456,2016,12,23,Sana'a,boys,0,69,688,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNDP,UN,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,2878,853,8932,664970,1095001
457,2016,12,21,Shabwah,women,0,0,2,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
458,2016,12,21,Shabwah,women,0,0,30,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,0,849,0,201657,591001
459,2016,12,21,Shabwah,women,0,0,98,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
460,2016,12,21,Shabwah,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,849,0,201657,591001
461,2016,12,21,Shabwah,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,849,0,201657,591001
462,2016,12,21,Shabwah,women,0,0,849,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,849,0,201657,591001
463,2016,12,21,Shabwah,men,0,0,2,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
464,2016,12,21,Shabwah,men,0,0,30,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,0,849,0,201657,591001
465,2016,12,21,Shabwah,men,0,0,98,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
466,2016,12,21,Shabwah,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,849,0,201657,591001
467,2016,12,21,Shabwah,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,849,0,201657,591001
468,2016,12,21,Shabwah,men,0,0,849,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,849,0,201657,591001
469,2016,12,21,Shabwah,girls,0,0,2,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
470,2016,12,21,Shabwah,girls,0,0,30,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,0,849,0,201657,591001
471,2016,12,21,Shabwah,girls,0,0,98,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
472,2016,12,21,Shabwah,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,849,0,201657,591001
473,2016,12,21,Shabwah,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,849,0,201657,591001
474,2016,12,21,Shabwah,girls,0,0,849,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,849,0,201657,591001
475,2016,12,21,Shabwah,boys,0,0,2,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
476,2016,12,21,Shabwah,boys,0,0,30,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,0,849,0,201657,591001
477,2016,12,21,Shabwah,boys,0,0,98,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,Intersos,INGO,,,,,,,,,,,0,849,0,201657,591001
478,2016,12,21,Shabwah,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,849,0,201657,591001
479,2016,12,21,Shabwah,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,849,0,201657,591001
480,2016,12,21,Shabwah,boys,0,0,849,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,849,0,201657,591001
481,2016,12,32,Socotra,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
482,2016,12,32,Socotra,women,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
483,2016,12,32,Socotra,women,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,0,0,0,58680
484,2016,12,32,Socotra,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,0,0,0,58680
485,2016,12,32,Socotra,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,0,0,0,58680
486,2016,12,32,Socotra,women,0,0,0,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,0,0,0,58680
